,crn,date,subj,sub_num,course,location,section,description,instructor,credit
734,@,TBA,ECN,092,ECN 092,TBA,-,Internship & Field Work,The Staff,V
735,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
736,@,TBA,ECN,098,ECN 098,TBA,-,Group Study,The Staff,V
737,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
738,@,TBA,ECN,099,ECN 099,TBA,-,Individual Study,The Staff,V
739,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
740,@,TBA,ECN,192,ECN 192,TBA,001,Internship,"Stimel, D",V
741,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
742,@,TBA,ECN,197T,ECN 197T,TBA,-,Tutoring In Econ,The Staff,V
743,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
744,@,TBA,ECN,198,ECN 198,TBA,-,Directed Gp Study,The Staff,V
745,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
746,@,TBA,ECN,199,ECN 199,TBA,-,Special Study,The Staff,V
747,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
748,@,TBA,ECN,298,ECN 298,TBA,-,Group Study,The Staff,V
749,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
750,@,TBA,ECN,299,ECN 299,TBA,-,Individual Study,The Staff,V
751,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
752,@,TBA,ECN,299D,ECN 299D,TBA,-,Dissertation Rsch,The Staff,V
753,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
754,@,TBA,EDU,065B,EDU 065B,TBA,-,Intro to Research,2.0,
755,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
756,@,TBA,EDU,065B,EDU 065B,TBA,-,Intro to Research,2.0,
757,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
758,@,TBA,EDU,092,EDU 092,TBA,-,Internship,V,
759,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
760,@,TBA,EDU,192,EDU 192,TBA,-,Internship,V,
761,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
762,@,TBA,EDU,198,EDU 198,TBA,-,Directed Gp Study,V,
763,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
764,@,TBA,EDU,198,EDU 198,TBA,001,Directed Gp Study,V,
765,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
766,@,TBA,EDU,199,EDU 199,TBA,-,Special Study,V,
767,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
768,@,TBA,EDU,287D,EDU 287D,NOFAC,-,CANDEL Dissertation,V,
769,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
770,@,TBA,EDU,292,EDU 292,TBA,-,Special Topics in Educ,V,
771,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
772,@,"4:10 - 7:00 PM, M",EDU,292,EDU 292,ACADSR 2377,011,Special Topics in Educ,V,
773,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
774,@,"4:10 - 7:00 PM, R",EDU,298,EDU 298,ACADSR 2363,001,Group Study,"Sparapani, N",V
775,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
776,@,TBA,EAP,192,EAP 192,TBA,-,Internship,The Staff,V
777,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
778,@,"1:10 - 2:00 PM, TR",EGG,298A,EGG 298A,WICKSN 2120J,001,Group Study,"Meier, A",V
779,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
780,@,TBA,ENG,098,ENG 098,TBA,-,Directed Group Study,The Staff,V
781,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
782,@,"1:10 - 2:00 PM, F",ENG,098,ENG 098,GIEDT 1003,001,Directed Group Study,"Aldredge, R",V
783,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
784,@,TBA,ENG,198,ENG 198,TBA,-,Directed Group Study,The Staff,V
785,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
786,@,TBA,EBS,090C,EBS 090C,TBA,-,Research Conf Biosys Eng,The Staff,1.0
787,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
788,@,TBA,EBS,092,EBS 092,TBA,-,Intern Bio Sys Engr,The Staff,V
789,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
790,@,TBA,EBS,098,EBS 098,TBA,-,Directed Gp Study,The Staff,V
791,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
792,@,TBA,EBS,099,EBS 099,TBA,-,Special Study,The Staff,V
793,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
794,@,TBA,EBS,170BL,EBS 170BL,TBA,-,Engr Projects Design Lab,The Staff,1.0
795,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
796,@,"9:00 - 11:50 AM, F",EBS,189A,EBS 189A,BAINER 1336,001,Agricultural Engineering,"Vougioukas, S",V
797,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
798,@,"9:00 - 10:20 AM, TR",EBS,189A,EBS 189A,OLSON 159,001,Agricultural Engineering,"Vougioukas, S",V
799,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
800,@,TBA,EBS,190C,EBS 190C,TBA,-,Research Conf Biosys Eng,The Staff,1.0
801,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
802,@,TBA,EBS,192,EBS 192,TBA,-,Intern Bio Sys Engr,The Staff,V
803,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
804,@,TBA,EBS,197T,EBS 197T,TBA,-,Tutor Biol System Engr,The Staff,V
805,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
806,@,TBA,EBS,198,EBS 198,TBA,-,Directed Gp Study,The Staff,V
807,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
808,@,TBA,EBS,199,EBS 199,TBA,-,Special Study,The Staff,V
809,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
810,@,TBA,EBS,290C,EBS 290C,TBA,-,Grad Res Conf,The Staff,1.0
811,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
812,@,TBA,EBS,298,EBS 298,TBA,-,Group Study,The Staff,V
813,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
814,@,TBA,EBS,299,EBS 299,TBA,-,Research,The Staff,V
815,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
816,@,TBA,EBS,390,EBS 390,TBA,-,Sup Tchg Biol & Agr Engr,The Staff,V
817,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
818,@,"9:00 - 9:50 AM, W",BIM,089C,BIM 089C,HOAGLD 108,001,Biomedical Engineering,"Choi, J",V
819,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
820,@,TBA,BIM,099,BIM 099,TBA,-,Special Study,The Staff,V
821,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
822,@,"9:00 - 9:50 AM, W",BIM,189C,BIM 189C,WELLMN 235,002,Biomedical Engineering,"Passerini, A",V
823,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
824,@,"1:10 - 3:00 PM, F",BIM,189C,BIM 189C,GENBIO 1703,002,Biomedical Engineering,"Passerini, A",V
825,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
826,@,"10:00 - 11:50 AM, TR",BIM,189C,BIM 189C,HOAGLD 108,003,Biomedical Engineering,"Saiz, L",V
827,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
828,@,"8:00 - 8:50 AM, F",BIM,189C,BIM 189C,ACADSR 2323,004,Biomedical Engineering,"Choi, J",V
829,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
830,@,"9:00 - 11:50 AM, F",BIM,189C,BIM 189C,BAINER 1231,004,Biomedical Engineering,"Choi, J",V
831,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
832,@,"1:10 - 4:00 PM, F",BIM,189C,BIM 189C,BAINER 1231,005,Biomedical Engineering,"Choi, J",V
833,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
834,@,"8:00 - 8:50 AM, F",BIM,189C,BIM 189C,ACADSR 2323,005,Biomedical Engineering,"Choi, J",V
835,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
836,@,"9:00 - 9:50 AM, W",BIM,189C,BIM 189C,WELLMN 235,001,Biomedical Engineering,"Passerini, A",V
837,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
838,@,"9:00 - 10:50 AM, F",BIM,189C,BIM 189C,GENBIO 1703,001,Biomedical Engineering,"Passerini, A",V
839,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
840,@,TBA,BIM,192,BIM 192,TBA,-,EBIM Internship,The Staff,V
841,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
842,@,TBA,BIM,199,BIM 199,TBA,-,Special Study,The Staff,V
843,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
844,@,"4:10 - 6:00 PM, MW",BIM,289A,BIM 289A,OLSON 125,001,Cell & Molec Sys Eng,"Moxon, K",V
845,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
846,@,"10:30 - 11:50 AM, TR",BIM,289B,BIM 289B,OLSON 159,001,Biomedical Imaging,"Fan, A",V
847,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
848,@,TBA,BIM,290C,BIM 290C,TBA,-,Grad Research Conference,The Staff,1.0
849,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
850,@,TBA,BIM,299,BIM 299,TBA,-,Research,The Staff,V
851,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
852,@,TBA,BIM,396,BIM 396,TBA,-,Teaching Asst Train Prac,The Staff,V
853,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
854,@,TBA,ECH,098,ECH 098,TBA,-,Directed Gp Study,The Staff,V
855,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
856,@,"6:10 - 9:00 PM, W",ECH,098,ECH 098,WELLMN 216,006,Directed Gp Study,"Kuhl, T",V
857,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
858,@,TBA,ECH,099,ECH 099,TBA,-,Special Study,The Staff,V
859,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
860,@,TBA,ECH,190C,ECH 190C,TBA,-,Research Group Conf,The Staff,1.0
861,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
862,@,TBA,ECH,190X,ECH 190X,TBA,-,Honors Discussion,The Staff,1.0
863,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
864,@,TBA,ECH,198,ECH 198,TBA,-,Group Study,The Staff,V
865,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
866,@,"6:10 - 7:30 PM, TR",ECH,198,ECH 198,OLSON 117,002,Group Study,"Curtis, J",V
867,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
868,@,TBA,ECH,199,ECH 199,TBA,-,Special Study,The Staff,V
869,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
870,@,TBA,ECH,290C,ECH 290C,TBA,-,Res Grp Conf Grad,The Staff,1.0
871,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
872,@,TBA,ECH,298,ECH 298,TBA,-,Group Study,The Staff,V
873,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
874,@,TBA,ECH,299,ECH 299,TBA,-,Research,The Staff,V
875,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
876,@,TBA,ECH,390,ECH 390,TBA,-,Teach Chem Engr,The Staff,1.0
877,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
878,@,"4:10 - 7:00 PM, W",ECI,189C,ECI 189C,GHAUSI 1007,002,Engr Planning,The Staff,V
879,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
880,@,"1:40 - 3:00 PM, TR",ECI,189C,ECI 189C,GHAUSI 1007,002,Engr Planning,The Staff,V
881,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
882,@,"2:10 - 4:00 PM, MW",ECI,289A,ECI 289A,OLSON 167,001,Env Engr,"Bischel, H",V
883,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
884,@,"10:00 - 11:50 AM, T",ECI,289C,ECI 289C,STORER 1342,001,Engr Planning,"Bronner, C",V
885,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
886,@,"4:10 - 6:00 PM, MW",ECI,289I,ECI 289I,VRHIES,001,Water Res Engr,"Morales, V",V
887,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
888,@,TBA,ECS,092,ECS 092,TBA,-,Internship In Comp Sci,The Staff,V
889,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
890,@,TBA,ECS,099,ECS 099,TBA,-,Special Study,The Staff,V
891,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
892,@,"9:00 - 10:20 AM, TR",ECS,189G,ECS 189G,HOAGLD 168,001,Artificial Intelligence,"Zhang, J",V
893,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
894,@,TBA,ECS,190C,ECS 190C,TBA,-,Research Group Conf,The Staff,1.0
895,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
896,@,TBA,ECS,192,ECS 192,TBA,-,Intern In Cmptr Sci,The Staff,V
897,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
898,@,TBA,ECS,197T,ECS 197T,TBA,-,Tutoring in CS,The Staff,V
899,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
900,@,TBA,ECS,198,ECS 198,TBA,-,Directed Gp Study,The Staff,V
901,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
902,@,TBA,ECS,198F,ECS 198F,TBA,001,Student-Taught Course,"Amenta, A",V
903,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
904,@,TBA,ECS,199,ECS 199,TBA,-,Special Study,The Staff,V
905,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
906,@,TBA,ECS,199FA,ECS 199FA,TBA,002,Student-Taught Course De,"Shafiq, M",V
907,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
908,@,"11:00 - 11:50 AM, MWF",ECS,289G,ECS 289G,CRUESS 107,001,Artificial Intelligence,"Mccoy, J",V
909,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
910,@,"4:40 - 6:00 PM, TR",ECS,289H,ECS 289H,TLC 1214,001,Computer Graphics,"Ma, K",V
911,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
912,@,"3:10 - 4:00 PM, MWF",ECS,289M,ECS 289M,CRUESS 107,001,Security,"Bishop, M",V
913,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
914,@,TBA,ECS,298,ECS 298,TBA,-,Group Study,The Staff,V
915,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
916,@,"7:10 - 8:00 PM, W",ECS,298,ECS 298,OLSON 159,033,Group Study,"Sadoghi Hamedani, M",V
917,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
918,@,TBA,ECS,299,ECS 299,TBA,-,Research,The Staff,V
919,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
920,@,TBA,ECS,396,ECS 396,TBA,-,Teaching Asst Train Prac,The Staff,V
921,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
922,@,TBA,EEC,092,EEC 092,TBA,-,Internship in ECE,The Staff,V
923,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
924,@,TBA,EEC,099,EEC 099,TBA,-,Special Study,The Staff,V
925,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
926,@,"6:10 - 8:00 PM, M",EEC,189L,EEC 189L,KEMPER 2110,A01,Solid-State Dev/Phy Ele,"Radulaski, M",V
927,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
928,@,"2:10 - 3:30 PM, MW",EEC,189L,EEC 189L,HOAGLD 108,A01,Solid-State Dev/Phy Ele,"Radulaski, M",V
929,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
930,@,"2:10 - 3:30 PM, MW",EEC,189L,EEC 189L,HOAGLD 108,A02,Solid-State Dev/Phy Ele,"Radulaski, M",V
931,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
932,@,"6:10 - 8:00 PM, T",EEC,189L,EEC 189L,KEMPER 2110,A02,Solid-State Dev/Phy Ele,"Radulaski, M",V
933,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
934,@,TBA,EEC,190C,EEC 190C,TBA,-,Research Group Confrncs,The Staff,1.0
935,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
936,@,TBA,EEC,192,EEC 192,TBA,-,Internship in ECE,The Staff,V
937,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
938,@,TBA,EEC,198,EEC 198,TBA,-,Directed Group Study,The Staff,V
939,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
940,@,TBA,EEC,199,EEC 199,TBA,-,Special Study for Adv UG,The Staff,V
941,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
942,@,"2:10 - 4:00 PM, TR",EEC,289K,EEC 289K,PHYSIC 140,001,Hi-Frequency Phen & Dev,"Putnam, W",V
943,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
944,@,"2:10 - 3:30 PM, MW",EEC,289L,EEC 289L,OLSON 227,001,Solid-Stat Dev&Phys,"Radulaski, M",V
945,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
946,@,"1:10 - 3:00 PM, T",EEC,289L,EEC 289L,OLSON 227,002,Solid-Stat Dev&Phys,"Seker, E",V
947,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
948,@,"10:30 - 11:50 AM, TR",EEC,289Q,EEC 289Q,OLSON 109,001,Computer Engineering,V,
949,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
950,@,"2:10 - 4:00 PM, MW",EEC,289Q,EEC 289Q,CHSL 60,002,Computer Engineering,"Homayoun, H",V
951,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
952,@,TBA,EEC,290C,EEC 290C,TBA,-,Grad Res Gp Conf,The Staff,1.0
953,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
954,@,TBA,EEC,298,EEC 298,TBA,-,Group Study,The Staff,V
955,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
956,@,TBA,EEC,299,EEC 299,TBA,-,Research,The Staff,V
957,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
958,@,TBA,EEC,299,EEC 299,TBA,057,Research,"Matloff, N",V
959,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
960,@,TBA,EEC,299,EEC 299,TBA,061,Research,"Peisert, S",V
961,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
962,@,TBA,EEC,396,EEC 396,TBA,-,Teaching Asst Train Prac,The Staff,V
963,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
964,@,TBA,EMS,190C,EMS 190C,TBA,-,Research Group Conf,The Staff,1.0
965,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
966,@,TBA,EMS,198,EMS 198,TBA,-,Directed Grp Study,The Staff,V
967,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
968,@,TBA,EMS,199,EMS 199,TBA,-,Special Study,The Staff,V
969,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
970,@,"12:10 - 2:00 PM, MW",EMS,289A,EMS 289A,REMOTE,001,Special Topics Mat Sci,"Leite, M",V
971,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
972,@,"6:30 - 7:45 PM, M",EMS,289A,EMS 289A,KEMPER 1003,002,Special Topics Mat Sci,V,
973,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
974,@,TBA,EMS,290C,EMS 290C,TBA,-,Grad Res Conf,The Staff,1.0
975,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
976,@,TBA,EMS,294,EMS 294,TBA,-,Mats Sci Seminar,The Staff,1.0
977,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
978,@,TBA,EMS,298,EMS 298,TBA,-,Group Study,The Staff,V
979,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
980,@,TBA,EMS,299,EMS 299,TBA,-,Research,The Staff,V
981,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
982,@,TBA,EMS,390,EMS 390,TBA,-,Teach Mats Sci,The Staff,1.0
983,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
984,@,TBA,EME,092,EME 092,TBA,-,Internship,The Staff,V
985,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
986,@,TBA,EME,099,EME 099,TBA,-,Special Study,The Staff,V
987,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
988,@,TBA,EME,192,EME 192,TBA,-,Internship,The Staff,V
989,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
990,@,TBA,EME,199,EME 199,TBA,-,Special Study,The Staff,V
991,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
992,@,TBA,MAE,290C,MAE 290C,TBA,-,Grad Research Conference,"Nazari, S",1.0
993,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
994,@,TBA,MAE,298,MAE 298,TBA,-,Group Study,The Staff,V
995,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
996,@,"2:10 - 4:00 PM, TR",MAE,298,MAE 298,STORER 1342,003,Group Study,"Narayanan, V",V
997,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
998,@,"4:10 - 6:00 PM, MW",MAE,298,MAE 298,BAINER 1128,007,Group Study,"Hafez, M",V
999,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1000,@,TBA,MAE,299,MAE 299,TBA,-,Research,The Staff,V
1001,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1002,@,TBA,MAE,396,MAE 396,TBA,-,Teaching Asst Train Prac,The Staff,V
1003,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1004,@,TBA,ENL,092,ENL 092,TBA,-,Enl Internship,The Staff,V
1005,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1006,@,TBA,ENL,098,ENL 098,TBA,-,Directed Gp Study,The Staff,V
1007,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1008,@,TBA,ENL,099,ENL 099,TBA,-,Special Study,The Staff,V
1009,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1010,@,"3:10 - 4:30 PM, MW",ENL,100F,ENL 100F,VRHIES 248,001,Creat Writ: Fiction,"Harvkey, M",4.0
1011,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1012,@,"12:10 - 1:30 PM, MW",ENL,100F,ENL 100F,VRHIES 308,002,Creat Writ: Fiction,"Naffis-Sahely, A",4.0
1013,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1014,@,"10:30 - 11:50 AM, TR",ENL,100F,ENL 100F,VRHIES 248,003,Creat Writ: Fiction,"Wenderoth, J",4.0
1015,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1016,@,"4:40 - 6:00 PM, TR",ENL,100NF,ENL 100NF,VRHIES 308,001,Creat Writ: Non-Fic,"Wenderoth, J",4.0
1017,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1018,@,"10:30 - 11:50 AM, MW",ENL,100P,ENL 100P,VRHIES 248,001,Creat Writ: Poetry,"Glazner, G",4.0
1019,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1020,@,"8:30 - 9:50 AM, MW",ENL,100P,ENL 100P,VRHIES 308,002,Creat Writ: Poetry,"Gouirand, M",4.0
1021,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1022,@,TBA,ENL,192,ENL 192,TBA,-,Engl Internship,The Staff,V
1023,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1024,@,"12:10 - 1:30 PM, TR",ENL,194H,ENL 194H,VRHIES 126,001,Seminar for Honors,"Stratton, M",4.0
1025,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1026,@,TBA,ENL,195H,ENL 195H,TBA,-,Honors Thesis,The Staff,4.0
1027,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1028,@,TBA,ENL,197T,ENL 197T,TBA,-,Tutoring In English,The Staff,V
1029,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1030,@,TBA,ENL,197TC,ENL 197TC,TBA,-,Com Tutoring,The Staff,V
1031,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1032,@,TBA,ENL,198,ENL 198,TBA,-,Directed Gp Study,The Staff,V
1033,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1034,@,TBA,ENL,199,ENL 199,TBA,-,Special Study,The Staff,V
1035,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1036,@,"3:10 - 6:00 PM, M",ENL,290,ENL 290,VRHIES 120,001,CW: Special Topic,"Corin, L",4.0
1037,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1038,@,TBA,ENL,290,ENL 290,TBA,001,CW: Special Topic,"Corin, L",4.0
1039,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1040,@,"12:10 - 3:00 PM, T",ENL,290F,ENL 290F,VRHIES 308,001,CW: Fiction,"Clemmons, Z",4.0
1041,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1042,@,TBA,ENL,290F,ENL 290F,TBA,001,CW: Fiction,"Clemmons, Z",4.0
1043,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1044,@,TBA,ENL,290P,ENL 290P,TBA,001,CW: Poetry,"Peterson, K",4.0
1045,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1046,@,"3:10 - 6:00 PM, R",ENL,290P,ENL 290P,VRHIES 156,001,CW: Poetry,"Peterson, K",4.0
1047,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1048,@,TBA,ENL,298,ENL 298,TBA,-,Directed Gp Study,The Staff,V
1049,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1050,@,TBA,ENL,299,ENL 299,TBA,-,Individual Study,V,
1051,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1052,@,TBA,ENL,299D,ENL 299D,TBA,-,Special Study,The Staff,V
1053,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1054,@,TBA,ENL,396,ENL 396,TBA,-,Teaching Asst Train Prac,V,
1055,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1056,@,TBA,ENT,092,ENT 092,TBA,-,Internship,The Staff,V
1057,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1058,@,TBA,ENT,099,ENT 099,TBA,-,Spec Study For U G,The Staff,V
1059,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1060,@,"1:10 - 3:00 PM, T",ENT,180A,ENT 180A,STORER 1343,001,Experimental Ecology,"Yang, L",4.0
1061,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1062,@,"1:10 - 5:00 PM, F",ENT,180A,ENT 180A,STORER 1343,001,Experimental Ecology,"Yang, L",4.0
1063,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
